FehlerKat.;Techn. Platz;Tech.Identnr.;Beschreibung;Verantw.ArbPl.;Meldungsdatum;Meldungszeit;StörBeginn;StörungsBegZt;Störungsende;StörungsEndZt;Meldung;Auftrag;Aktionenbezeichnung;Aktionstext;Codierung Text;Fehlerart Gruppe;Fehlerart Code;Fehlerart Text;Ursache Gruppe;Ursache Code;Ursache Text
X;01-9001-2-001-01;W5004;Weiche5004 Wartung Weichenantrieb;A474;12.02.2018;15:11:32;;00:00:00;;00:00:00;2245537;213968;Gewartet;Weiche5004 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9001-2-001-01;W5005;Weiche5005 Wartung Weichenantrieb;A474;12.02.2018;15:12:02;;00:00:00;;00:00:00;2245538;213969;Gewartet;Weiche5005 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9001-2-001-01;W5006;Weiche5006 Wartung Weichenantrieb;A474;12.02.2018;15:12:33;;00:00:00;;00:00:00;2245539;213970;Gewartet;Weiche5006 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9001-2-001-01;W5007;Weiche5007 Wartung Weichenantrieb;A474;12.02.2018;15:13:05;;00:00:00;;00:00:00;2245541;213971;Gewartet;Weiche5007 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9001-2-001-01;W5008;Weiche5008 Wartung Weichenantrieb;A474;12.02.2018;15:13:34;;00:00:00;;00:00:00;2245542;213972;Gewartet;Weiche5008 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9001-2-001-01;W5009;Weiche5009 Wartung Weichenantrieb;A474;12.02.2018;15:14:04;;00:00:00;;00:00:00;2245544;213973;Gewartet;Weiche5009 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9001-2-001-01;W5010;Weiche5010 Wartung Weichenantrieb;A474;12.02.2018;15:14:34;;00:00:00;;00:00:00;2245545;213974;Gewartet;Weiche5010 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9001-2-001-01;W5011;Weiche5011 Wartung Weichenantrieb;A474;12.02.2018;15:15:17;;00:00:00;;00:00:00;2245546;213975;Gewartet;Weiche5011 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0303-2-001-01;W5100;Weiche5100 Wartung Weichenantrieb;A474;12.02.2018;15:08:51;;00:00:00;;00:00:00;2245531;213765;Gewartet;Weiche5100 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0303-2-001-01;W5101;Weiche5101 Wartung Weichenantrieb;A474;12.02.2018;15:06:37;;00:00:00;;00:00:00;2245528;213721;Gewartet;Weiche5101 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0303-2-001-01;W5102;Weiche5102 Wartung Weichenantrieb;A474;12.02.2018;15:07:35;;00:00:00;;00:00:00;2245529;213722;Gewartet;Weiche5102 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0303-2-001-01;W5105;Weiche5105 Wartung Weichenantrieb;A474;12.02.2018;15:08:15;;00:00:00;;00:00:00;2245530;213723;Gewartet;Weiche5105 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9001-2-001-01;W5000;Weiche5000 Wartung Weichenantrieb;A474;12.02.2018;15:09:32;;00:00:00;;00:00:00;2245532;213964;Gewartet;Weiche5000 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9001-2-001-01;W5001;Weiche5001 Wartung Weichenantrieb;A474;12.02.2018;15:10:01;;00:00:00;;00:00:00;2245533;213965;Gewartet;Weiche5001 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;01-0340-2-001-01;W1014;Weiche 1014 nur Block, ohne Pfeil;A474;10.02.2018;07:08:43;10.02.2018;09:00:00;10.02.2018;15:00:00;2245260;213696;Gereinigt;;;7;7;Unbekannter Fehler;2;2;Technische Störung
C;01-0803-2-001-01;W2112;Weichenblockstörung W2112;A474;10.02.2018;12:53:21;12.02.2018;06:41:06;;00:00:00;2245266;213695;Programmiert;Weiche stellt selbstständig;;7;7;Unbekannter Fehler;2;2;Technische Störung
X;01-0342-2-001-01;W0301;Beschriftung W0301 montieren;A474;07.02.2018;10:27:15;;00:00:00;;00:00:00;2245023;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0802-2-001-01;W0304;Beschriftung W0304 montieren;A474;07.02.2018;10:27:51;;00:00:00;;00:00:00;2245024;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1000;Beschriftung W1000 montieren;A474;07.02.2018;10:28:44;;00:00:00;;00:00:00;2245025;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W0049;Beschriftung W0049 montieren;A474;07.02.2018;10:01:19;;00:00:00;;00:00:00;2245013;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0339-2-001-01;W0185;Beschriftung W0185 montieren;A474;07.02.2018;10:05:18;;00:00:00;;00:00:00;2245018;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0341-2-001-01;W0274;Beschriftung W0274 montieren;A474;07.02.2018;11:09:13;;00:00:00;;00:00:00;2245053;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0902-2-001-01;W0105;Beschriftung W0105 montieren;A474;07.02.2018;10:03:34;;00:00:00;;00:00:00;2245016;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0902-2-001-01;W0106;Beschriftung W0106 montieren;A474;07.02.2018;10:04:10;;00:00:00;;00:00:00;2245017;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0341-2-001-01;EXW0101;Beschriftung W0101 montieren;A474;07.02.2018;10:02:05;;00:00:00;;00:00:00;2245014;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0341-2-001-01;EXW0102;Beschriftung W0102 montieren;A474;07.02.2018;10:02:51;;00:00:00;;00:00:00;2245015;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1016;Beschriftung W1016 montieren;A474;07.02.2018;10:51:24;;00:00:00;;00:00:00;2245033;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1009;Beschriftung W1009 montieren;A474;07.02.2018;10:31:37;;00:00:00;;00:00:00;2245028;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1010;Beschriftung W1010 montieren;A474;07.02.2018;10:32:33;;00:00:00;;00:00:00;2245030;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1014;Beschriftung W1014 montieren;A474;07.02.2018;10:50:52;;00:00:00;;00:00:00;2245032;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1006;Beschriftung W1006 montieren;A474;07.02.2018;10:31:01;;00:00:00;;00:00:00;2245027;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1004;Beschriftung W1004 montieren;A474;07.02.2018;11:10:39;;00:00:00;;00:00:00;2245055;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1003;Beschriftung W1003 montieren;A474;07.02.2018;10:29:22;;00:00:00;;00:00:00;2245026;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1012;Beschriftung W1012 montieren;A474;07.02.2018;10:33:00;;00:00:00;;00:00:00;2245031;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0902-2-001-01;W3002;Beschriftung W3002 montieren;A474;07.02.2018;10:57:35;;00:00:00;;00:00:00;2245043;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0902-2-001-01;W3006;Beschriftung W3006 montieren;A474;07.02.2018;10:59:43;;00:00:00;;00:00:00;2245045;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0902-2-001-01;W3004;Beschriftung W3004 montieren;A474;07.02.2018;10:59:10;;00:00:00;;00:00:00;2245044;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0901-2-001-01;W3000;Beschriftung W3000 montieren;A474;07.02.2018;10:57:10;;00:00:00;;00:00:00;2245042;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0337-2-001-01;W2002;Beschriftung W2002 montieren;A474;07.02.2018;10:52:37;;00:00:00;;00:00:00;2245035;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0337-2-001-01;W2005;Beschriftung W2005 montieren;A474;07.02.2018;10:53:23;;00:00:00;;00:00:00;2245036;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0703-2-001-01;W2006;Beschriftung W2006 montieren;A474;07.02.2018;10:53:52;;00:00:00;;00:00:00;2245037;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0337-2-001-01;W2009;Beschriftung W2009 montieren;A474;07.02.2018;10:54:33;;00:00:00;;00:00:00;2245038;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0803-2-001-01;W2010;Beschriftung W2010 montieren;A474;07.02.2018;10:54:56;;00:00:00;;00:00:00;2245040;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0803-2-001-01;W2112;Beschriftung W2112 montieren;A474;07.02.2018;10:56:26;;00:00:00;;00:00:00;2245041;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W0043;Beschriftung W0043 montieren;A474;07.02.2018;08:43:26;;00:00:00;;00:00:00;2245008;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W0045;Beschriftung W0045 montieren;A474;07.02.2018;09:59:28;;00:00:00;;00:00:00;2245012;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0339-2-001-01;W0188;Beschriftung W0188 montieren;A474;07.02.2018;10:06:50;;00:00:00;;00:00:00;2245019;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0339-2-001-01;W0190;Beschriftung W0190 montieren;A474;07.02.2018;10:07:18;;00:00:00;;00:00:00;2245020;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0338-2-001-01;W2000;Beschriftung W2000 montieren;A474;07.02.2018;10:52:10;;00:00:00;;00:00:00;2245034;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0903-2-001-01;W0211;Beschriftung W0211 montieren;A474;07.02.2018;10:15:40;;00:00:00;;00:00:00;2245022;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0303-2-001-01;W5100;Beschriftung W5100 montieren;A474;07.02.2018;11:00:35;;00:00:00;;00:00:00;2245046;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0303-2-001-01;W5101;Beschriftung W5101 montieren;A474;07.02.2018;11:01:19;;00:00:00;;00:00:00;2245049;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0303-2-001-01;W5102;Beschriftung W5102 montieren;A474;07.02.2018;11:01:45;;00:00:00;;00:00:00;2245050;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0303-2-001-01;W5105;Beschriftung W5105 montieren;A474;07.02.2018;11:02:10;;00:00:00;;00:00:00;2245051;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0303-2-001-01;W0208;Beschriftung W0208 montieren;A474;07.02.2018;10:08:11;;00:00:00;14.06.2018;12:00:00;2245021;213693;Weitere Aktionen;Signalisationstafel montiert;;5;16;kein Fehler;2;7;Geplante Instandhaltung
A;03-0101-091-14;TOR9106;DEig Torbrücke G. 5 defekt;A474;05.02.2018;10:12:05;03.02.2018;07:00:00;03.02.2018;09:00:00;2244594;213690;Gewartet;Torbrücke;;5;16;kein Fehler;;;
B;01-9001-2-001-01;HNSA600/1;DEig Netzgerät zu TRX defekt;A474;05.02.2018;10:22:11;03.02.2018;07:00:00;03.02.2018;09:00:00;2244596;213691;;;;5;15;Ausserhalb Toleranz;;;
B;03-0101-090-13;34924;DBo Störung USV;A474;05.02.2018;10:10:09;04.02.2018;08:00:00;04.02.2018;09:00:00;2244592;213689;;;;6;4;Elektrische Störung;2;2;Technische Störung
X;03-0101-091-14;PE9101;Halbjahreswartung Pegelprüfstation;A474;05.02.2018;10:56:14;;00:00:00;;00:00:00;2244613;213541;Gewartet;Pegelprüfstation;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;03-0101-013-01-1;;Div Luftballone hängen am Fahrdraht;A474;04.02.2018;07:05:50;05.02.2018;08:14:37;05.02.2018;10:00:00;2244514;213687;;;;6;8;sonstiges;2;1;Vandalenschaden
C;01-0341-2-001-01;EXW0101;Weiche Stumpengel. Block schwarz;A474;02.02.2018;15:27:12;05.02.2018;08:09:43;05.02.2018;10:00:00;2244460;213688;;;;7;2;Kein Block;2;10;unbekannt /sonstiges
C;01-0337-2-001-01;W2002;Blockt brennt immer und blinkt.;A474;02.02.2018;11:26:27;02.02.2018;11:38:57;02.02.2018;12:00:00;2244430;;;;;7;1;Block nicht gelöscht;2;2;Technische Störung
X;01-0340-2-001-01;HNP0043;Ersatz Deckel Weichensteuerung;A474;02.02.2018;10:59:51;01.06.2018;07:00:00;25.06.2018;15:00:00;2244415;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0341-2-001-01;HNP0101;Ersatz Deckel Weichensteuerung;A474;02.02.2018;11:04:20;01.06.2018;07:00:00;25.06.2018;12:00:00;2244416;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0902-2-001-01;HNP0105;Ersatz Deckel Weichensteuerung;A474;02.02.2018;11:05:16;01.06.2018;07:00:00;25.06.2018;12:00:00;2244417;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0339-2-001-01;HNP0185;Ersatz Deckel Weichensteuerung;A474;02.02.2018;11:06:20;01.06.2018;07:00:00;25.06.2018;12:00:00;2244418;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0339-2-001-01;HNP0188;Ersatz Deckel Weichensteuerung;A474;02.02.2018;11:07:06;01.06.2018;07:00:00;25.06.2018;12:00:00;2244419;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0303-2-001-01;HNP0208;Ersatz Deckel Weichensteuerung;A474;02.02.2018;11:08:03;01.06.2018;07:00:00;25.06.2018;12:00:00;2244420;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0903-2-001-01;HNP0211;Ersatz Deckel Weichensteuerung;A474;02.02.2018;11:08:34;01.06.2018;07:00:00;25.06.2018;12:00:00;2244421;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0341-2-001-01;HNP0274;Ersatz Deckel Weichensteuerung;A474;02.02.2018;11:09:22;01.06.2018;07:00:00;25.06.2018;12:00:00;2244422;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0342-2-001-01;HNP0301;Ersatz Deckel Weichensteuerung;A474;02.02.2018;11:09:50;01.06.2018;07:00:00;25.06.2018;12:00:00;2244423;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0802-2-001-01;HNP0304;Ersatz Deckel Weichensteuerung;A474;02.02.2018;11:10:21;01.06.2018;07:00:00;25.06.2018;12:00:00;2244424;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;HNP1000;Ersatz Deckel Weichensteuerung;A474;02.02.2018;11:10:57;01.06.2018;07:00:00;25.06.2018;12:00:00;2244425;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;HNP1003;Ersatz Deckel Weichensteuerung;A474;02.02.2018;11:11:34;01.06.2018;07:00:00;25.06.2018;12:00:00;2244426;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;HNP1006;Ersatz Deckel Weichensteuerung;A474;02.02.2018;13:09:12;01.06.2018;07:00:00;25.06.2018;12:00:00;2244438;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;HNP1009;Ersatz Deckel Weichensteuerung;A474;02.02.2018;13:09:45;01.06.2018;07:00:00;25.06.2018;12:00:00;2244439;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;HNP1014;Ersatz Deckel Weichensteuerung;A474;02.02.2018;13:10:14;01.06.2018;07:00:00;25.06.2018;12:00:00;2244440;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0338-2-001-01;HNP2000;Ersatz Deckel Weichensteuerung;A474;02.02.2018;13:10:46;01.06.2018;07:00:00;25.06.2018;12:00:00;2244441;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0337-2-001-01;HNP2002;Ersatz Deckel Weichensteuerung;A474;02.02.2018;13:11:18;01.06.2018;07:00:00;25.06.2018;12:00:00;2244442;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0703-2-001-01;HNP2006;Ersatz Deckel Weichensteuerung;A474;02.02.2018;13:11:47;01.06.2018;07:00:00;25.06.2018;12:00:00;2244443;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0901-2-001-01;HNP3000;Ersatz Deckel Weichensteuerung;A474;02.02.2018;13:12:21;01.06.2018;07:00:00;25.06.2018;12:00:00;2244444;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0902-2-001-01;HNP3002;Ersatz Deckel Weichensteuerung;A474;02.02.2018;13:13:54;01.06.2018;07:00:00;25.06.2018;12:00:00;2244446;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0902-2-001-01;HNP3006;Ersatz Deckel Weichensteuerung;A474;02.02.2018;13:14:21;01.06.2018;07:00:00;25.06.2018;12:00:00;2244447;213460;Ersetzt;Deckel für Weichensteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;;;Fahrzeug zu AMAG für offene Reparaturen;A474;31.01.2018;08:08:41;30.01.2018;07:00:00;31.01.2018;17:00:00;2245004;;Weitere Aktionen;;;5;16;kein Fehler;2;3;Falschmeldungen
X;03-0101;;Fahrleitungsabschaltung;A474;31.01.2018;04:33:52;31.01.2018;06:37:28;31.01.2018;06:37:29;2244233;;;;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;01-9001-2-001-01;HNSA600/1;Störung Depot Eiger;A474;31.01.2018;10:23:22;29.01.2018;20:00:00;31.01.2018;07:00:00;2244264;213457;;;;7;6;Ausserhalb Toleranz;2;2;Technische Störung
B;01-0342-2-001-01;W0301;Weichendefekt Egghölzli auswärts;A474;30.01.2018;13:45:06;30.01.2018;14:18:39;30.01.2018;15:00:00;2244191;213454;;;;7;7;Unbekannter Fehler;2;2;Technische Störung
B;01-0340-2-001-01;W0043;W043 Zytglogge -HB L6,7,8 reagiert nicht;A474;30.01.2018;13:04:21;30.01.2018;13:11:26;30.01.2018;15:00:00;2244186;213455;;;;7;3;Von Hand gestellt;2;2;Technische Störung
X;01-0340-2-001-01;W0049;Weiche0049 5-Jahreswartung;A474;29.01.2018;12:29:57;;00:00:00;;00:00:00;2244107;213411;Gewartet;Weiche 5-Jahreswartung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;01-0902-2-001-01;W3004;W3004 reagiert nicht / Stechen;A474;29.01.2018;20:50:30;30.01.2018;06:38:12;30.01.2018;06:38:12;2244137;;;;;7;3;Von Hand gestellt;2;2;Technische Störung
C;03-0101-011-05;W1105;Entgleisung Bubenbergstrasse;A474;29.01.2018;06:44:18;29.01.2018;06:51:33;;00:00:00;2244007;;;;;6;1;Entgleisung;2;2;Technische Störung
C;03-0101-026-05;W2601;Schosshalde- Weiche stelt nicht um;A474;29.01.2018;10:09:13;29.01.2018;10:13:36;30.01.2018;12:00:00;2244071;213456;;;;6;4;Elektrische Störung;2;2;Technische Störung
C;03-0101-091-05;W9106;Fl. Störung Philoweg;A474;29.01.2018;07:40:07;28.01.2018;08:00:00;28.01.2018;09:00:00;2244015;213406;Repariert;Cu Rohr und Verbinder ers.;;6;1;Entgleisung;2;6;Drittverschulden
X;01-0340-2-001-01;W0045;Weiche0045 5-Jahreswartung;A474;29.01.2018;12:29:16;14.05.2018;00:00:00;14.05.2018;00:00:00;2244106;213410;Weitere Aktionen;Keine Aktion notwendig;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4006;Weiche4006 Wartung Weichenantrieb;A474;29.01.2018;12:19:12;;00:00:00;;00:00:00;2244090;213407;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4007;Weiche4007 Wartung Weichenantrieb;A474;29.01.2018;12:20:31;;00:00:00;;00:00:00;2244091;213408;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4008;Weiche4008 Wartung Weichenantrieb;A474;29.01.2018;12:21:14;;00:00:00;;00:00:00;2244093;213409;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4009;Weiche4009 Wartung Weichenantrieb;A474;29.01.2018;12:21:49;;00:00:00;;00:00:00;2244094;213412;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4011;Weiche4011 Wartung Weichenantrieb;A474;29.01.2018;12:22:20;;00:00:00;;00:00:00;2244095;213413;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4013;Weiche4013 Wartung Weichenantrieb;A474;29.01.2018;12:22:58;;00:00:00;;00:00:00;2244096;213414;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4014;Weiche4014 Wartung Weichenantrieb;A474;29.01.2018;12:23:38;;00:00:00;;00:00:00;2244097;213415;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4015;Weiche4015 Wartung Weichenantrieb;A474;29.01.2018;12:24:09;;00:00:00;;00:00:00;2244098;213416;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4016;Weiche4016 Wartung Weichenantrieb;A474;29.01.2018;12:24:43;;00:00:00;;00:00:00;2244099;213417;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4017;Weiche4017 Wartung Weichenantrieb;A474;29.01.2018;12:25:13;;00:00:00;;00:00:00;2244100;213418;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4018;Weiche4018 Wartung Weichenantrieb;A474;29.01.2018;12:25:44;;00:00:00;;00:00:00;2244101;213419;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4019;Weiche4019 Wartung Weichenantrieb;A474;29.01.2018;12:26:15;;00:00:00;;00:00:00;2244102;213420;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4020;Weiche4020 Wartung Weichenantrieb;A474;29.01.2018;12:26:53;;00:00:00;;00:00:00;2244103;213421;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4021;Weiche4021 Wartung Weichenantrieb;A474;29.01.2018;12:27:25;;00:00:00;;00:00:00;2244104;213422;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4032;Weiche4032 Wartung Weichenantrieb;A474;29.01.2018;12:27:53;;00:00:00;;00:00:00;2244105;213423;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
B;03-0101-090;;Brandalarm Depot Bolli;A474;28.01.2018;07:22:25;28.01.2018;06:44:20;28.01.2018;08:00:00;2243980;213404;;;;5;7;Unterbruch;2;2;Technische Störung
C;04-F-0040-01;;unterer Beobachtungsmonitor dunkel;A474;28.01.2018;16:34:02;29.01.2018;06:46:29;29.01.2018;15:00:00;2243986;213405;;;;5;7;Unterbruch;2;2;Technische Störung
A;03-0101-011;;Tram - Tb Kollision;A474;25.01.2018;07:21:31;24.01.2018;17:00:00;24.01.2018;22:00:00;2243813;213400;Repariert;Fahrleitungsschaden;;6;2;Fahrleitungsschaden;2;4;Fehlmanipulation
C;01-0340-2-001-01;W1014;Weichen Nr 1014 Block brennt, Pfeil feht;A474;25.01.2018;09:01:58;25.01.2018;09:37:00;;00:00:00;2243822;;;;;7;2;Kein Block;2;2;Technische Störung
C;03-0101-027-01-2;;Entgleisung Bollwerk;A474;24.01.2018;06:41:52;22.01.2018;17:00:00;22.01.2018;20:00:00;2243714;213397;;;;6;1;Entgleisung;2;2;Technische Störung
